0.1,2.94543,5.7681e-05,-1.00171,0.000242053,-0.000443444,0.000185301,-0.59199,0.000540614,-0.877771,-0.000263449,-0.0232074,0.00111801,-0.032955,0.00143417,-0.00675798,0.00300963,-0.052589,0.00677622,-0.00720729,-0.00617385,-24.5174,6.65793,-9.1049,0.481932,44.0349,-26.4391,11.3628,7.38967,-1.58529,24.7572,-7.59638,-9.77017,5.54478,-0.000270054,0.384213,4.90623,1.00006,-0.384942,4.13665,-0.000235956,0.253139,4.90625,6.1291e-05,-0.385387,3.94543,0.000242982,-1.00127,2.94524,1.00006,-1.00147,2.94499,-0.000184454,-0.00171018,2.94543,5.7681e-05,-1.00171,1.45393,-0.000203018,-0.974471,0.624201,0.999957,-0.416583,1.18149,-0.000442483,0.413254,0.623846,-4.32821e-05,-0.416825,
0.11,2.94519,6.93512e-05,-1.00205,0.000255999,-0.000511647,0.000216071,-0.592533,0.00060897,-0.877852,-0.000327026,-0.0251194,0.00121599,-0.0358571,0.00135885,-0.00688259,0.00314426,-0.0560443,0.00689704,-0.00905054,-0.00653806,-23.7467,6.52046,-9.05171,0.500512,43.3943,-25.966,11.1509,7.24801,-1.49503,24.4565,-7.45783,-9.57989,5.54433,-0.00031222,0.384139,4.90591,1.00007,-0.385048,4.13622,-0.000256021,0.252855,4.90592,7.38212e-05,-0.385556,3.94519,0.000285422,-1.00154,2.94497,1.00007,-1.0018,2.94468,-0.000186759,-0.00205428,2.94519,6.93512e-05,-1.00205,1.4537,-0.000234807,-0.974894,0.624276,0.999948,-0.416598,1.18192,-0.000483785,0.41296,0.623883,-5.19143e-05,-0.416855,
0.12,2.94493,8.19912e-05,-1.00243,0.000269325,-0.000580816,0.000248114,-0.59311,0.000678447,-0.877953,-0.000393949,-0.0269798,0.00131195,-0.0386946,0.00131037,-0.00695117,0.00326423,-0.0592857,0.00700082,-0.0109878,-0.00684296,-23.0318,6.39304,-8.99341,0.516507,42.7426,-25.4902,10.9522,7.11615,-1.42424,24.1738,-7.32843,-9.40165,5.54383,-0.000355301,0.384061,4.90555,1.00009,-0.385169,4.13575,-0.000275516,0.252539,4.90555,8.75091e-05,-0.385742,3.94493,0.000330106,-1.00185,2.94468,1.00008,-1.00216,2.94435,-0.000187478,-0.00242709,2.94493,8.19912e-05,-1.00243,1.45345,-0.000267464,-0.975346,0.62435,0.999939,-0.416616,1.18238,-0.000525223,0.412646,0.62392,-6.12466e-05,-0.416885,
0.13,2.94465,9.55813e-05,-1.00283,0.000282278,-0.000650427,0.000281295,-0.593718,0.000748888,-0.878073,-0.000463668,-0.0287925,0.00140605,-0.0414689,0.00128466,-0.00697103,0.00337161,-0.0623324,0.00708989,-0.0130011,-0.0070969,-22.3667,6.27432,-8.93075,0.530279,42.0818,-25.0126,10.7653,6.99302,-1.37083,23.9071,-7.20718,-9.234,5.54329,-0.000399026,0.383979,4.90517,1.0001,-0.385306,4.13523,-0.000294494,0.25219,4.90516,0.000102354,-0.385945,3.94465,0.000376876,-1.00218,2.94437,1.0001,-1.00255,2.944,-0.00018688,-0.00282796,2.94465,9.55813e-05,-1.00283,1.45319,-0.000300818,-0.975825,0.624425,0.999929,-0.416635,1.18286,-0.000566984,0.412312,0.623957,-7.12675e-05,-0.416918,
0.14,2.94435,0.000110104,-1.00326,0.00029507,-0.000720026,0.000315494,-0.594355,0.000820155,-0.878213,-0.000535708,-0.0305607,0.0014984,-0.0441812,0.00127822,-0.00694862,0.00346814,-0.0652014,0.00716627,-0.0150749,-0.00730705,-21.7464,6.16315,-8.86442,0.54214,41.4138,-24.534,10.5887,6.87766,-1.33295,23.6542,-7.09317,-9.07568,5.5427,-0.00044316,0.383893,4.90476,1.00012,-0.385458,4.13467,-0.000313002,0.251808,4.90473,0.000118357,-0.386165,3.94435,0.000425598,-1.00254,2.94404,1.00011,-1.00296,2.94363,-0.000185193,-0.00325626,2.94435,0.000110104,-1.00326,1.45291,-0.000334725,-0.976331,0.624498,0.999918,-0.416657,1.18337,-0.000609221,0.41196,0.623994,-8.19672e-05,-0.416953,
0.15,2.94404,0.000125542,-1.00371,0.000307877,-0.000789218,0.000350612,-0.595021,0.00089213,-0.878374,-0.000609662,-0.0322872,0.00158913,-0.0468327,0.00128803,-0.0068897,0.00355535,-0.0679079,0.00723167,-0.0171951,-0.00747954,-21.1661,6.05854,-8.795,0.552354,40.7402,-24.0551,10.4212,6.76922,-1.3089,23.4134,-6.98563,-8.9256,5.54207,-0.0004875,0.383803,4.90431,1.00014,-0.385625,4.13407,-0.000331077,0.251393,4.90427,0.000135516,-0.386402,3.94404,0.000476154,-1.00292,2.94369,1.00013,-1.0034,2.94325,-0.000182612,-0.00371139,2.94404,0.000125542,-1.00371,1.45261,-0.00036906,-0.976862,0.624572,0.999906,-0.416681,1.1839,-0.000652066,0.411589,0.62403,-9.33375e-05,-0.416989,
0.16,2.94371,0.000141879,-1.00419,0.00032085,-0.000857663,0.000386562,-0.595713,0.000964711,-0.878557,-0.000685179,-0.0339748,0.00167833,-0.0494246,0.00131155,-0.00679936,0.0036345,-0.0704656,0.00728754,-0.0193497,-0.0076196,-20.6218,5.95962,-8.72302,0.56115,40.0624,-23.5765,10.2617,6.66695,-1.2972,23.1834,-6.88386,-8.7828,5.54139,-0.000531869,0.383709,4.90384,1.00015,-0.385808,4.13342,-0.000348748,0.250946,4.90379,0.000153833,-0.386656,3.94371,0.000528441,-1.00333,2.94332,1.00014,-1.00387,2.94285,-0.000179302,-0.00419274,2.94371,0.000141879,-1.00419,1.4523,-0.000403719,-0.977416,0.624644,0.999894,-0.416706,1.18445,-0.000695628,0.411202,0.624066,-0.000105372,-0.417028,
0.17,2.94336,0.000159101,-1.0047,0.000334114,-0.000925071,0.000423269,-0.596429,0.00103781,-0.878761,-0.000761958,-0.0356258,0.00176609,-0.0519581,0.00134657,-0.00668214,0.0037067,-0.0728865,0.00733515,-0.0215278,-0.00773175,-20.1099,5.86566,-8.64895,0.568722,39.3817,-23.0988,10.1093,6.57021,-1.2965,22.9626,-6.78725,-8.64647,5.54066,-0.000576115,0.383612,4.90333,1.00017,-0.386006,4.13273,-0.000366041,0.250466,4.90327,0.000173305,-0.386927,3.94336,0.00058237,-1.00377,2.94293,1.00016,-1.00437,2.94243,-0.000175405,-0.00469973,2.94336,0.000159101,-1.0047,1.45197,-0.000438611,-0.977994,0.624714,0.999882,-0.416733,1.18503,-0.000739998,0.410798,0.6241,-0.000118064,-0.417068,
0.18,2.94299,0.000177194,-1.00523,0.000347777,-0.000991191,0.000460668,-0.59717,0.00111134,-0.878988,-0.000839739,-0.0372421,0.00185248,-0.0544341,0.00139121,-0.00654202,0.0037729,-0.0751815,0.00737557,-0.0237201,-0.00781982,-19.6271,5.77602,-8.57319,0.575236,38.6992,-22.6224,9.96327,6.4784,-1.30559,22.7501,-6.69525,-8.51587,5.53989,-0.000620103,0.383511,4.9028,1.00019,-0.386219,4.132,-0.000382972,0.249953,4.90273,0.000193933,-0.387214,3.94299,0.000637862,-1.00424,2.94253,1.00018,-1.00488,2.942,-0.000171039,-0.00523176,2.94299,0.000177194,-1.00523,1.45162,-0.000473661,-0.978594,0.624784,0.999868,-0.416761,1.18562,-0.000785253,0.410378,0.624133,-0.00013141,-0.417109,
0.19,2.94261,0.000196145,-1.00579,0.000361924,-0.00105581,0.000498702,-0.597933,0.00118525,-0.879236,-0.000918297,-0.0388255,0.00193756,-0.0568538,0.00144389,-0.00638259,0.0038339,-0.0773605,0.00740971,-0.0259182,-0.00788711,-19.1705,5.69018,-8.49612,0.580836,38.0159,-22.1479,9.82285,6.39102,-1.32339,22.5446,-6.60738,-8.39038,5.53908,-0.000663716,0.383406,4.90224,1.00022,-0.386448,4.13123,-0.000399559,0.249409,4.90215,0.000215717,-0.387518,3.94261,0.000694847,-1.00473,2.94211,1.0002,-1.00543,2.94156,-0.000166306,-0.00578828,2.94261,0.000196145,-1.00579,1.45126,-0.000508804,-0.979215,0.624851,0.999854,-0.41679,1.18623,-0.000831454,0.409942,0.624165,-0.000145405,-0.417153,
0.2,2.94222,0.00021594,-1.00637,0.000376632,-0.00111876,0.000537325,-0.598716,0.00125948,-0.879506,-0.000997438,-0.0403778,0.00202138,-0.0592179,0.00150321,-0.00620697,0.00389039,-0.079432,0.00743837,-0.0281149,-0.00793645,-18.7376,5.60764,-8.41804,0.585643,37.3326,-21.6757,9.68745,6.3076,-1.34892,22.3455,-6.52322,-8.26946,5.53822,-0.000706851,0.383299,4.90165,1.00024,-0.386691,4.13042,-0.00041581,0.248832,4.90155,0.000238655,-0.387837,3.94222,0.000753264,-1.00525,2.94168,1.00022,-1.00599,2.9411,-0.000161293,-0.00636871,2.94222,0.00021594,-1.00637,1.45088,-0.000543984,-0.979857,0.624916,0.99984,-0.416821,1.18685,-0.000878654,0.409491,0.624195,-0.000160045,-0.417199,
0.21,2.94181,0.000236567,-1.00697,0.000391959,-0.00117989,0.000576492,-0.599521,0.00133396,-0.879798,-0.001077,-0.0419003,0.00210401,-0.0615276,0.00156802,-0.00601797,0.00394295,-0.0814038,0.00746221,-0.0303038,-0.00797024,-18.3261,5.52801,-8.33924,0.589763,36.6502,-21.2061,9.55653,6.22774,-1.38132,22.1518,-6.44239,-8.15262,5.53732,-0.000749418,0.383188,4.90103,1.00026,-0.38695,4.12956,-0.000431734,0.248225,4.90092,0.000262747,-0.388172,3.94181,0.000813058,-1.00579,2.94123,1.00024,-1.00658,2.94063,-0.000156072,-0.00697252,2.94181,0.000236567,-1.00697,1.45049,-0.000579155,-0.980519,0.62498,0.999824,-0.416853,1.1875,-0.000926894,0.409025,0.624223,-0.000175329,-0.417246,
0.22,2.94138,0.000258014,-1.0076,0.000407956,-0.00123907,0.000616168,-0.600344,0.00140866,-0.880112,-0.00115682,-0.0433943,0.00218547,-0.0637837,0.00163731,-0.00581806,0.0039921,-0.083283,0.00748182,-0.0324796,-0.00799056,-17.9339,5.45095,-8.25997,0.593285,35.9692,-20.7394,9.42964,6.15109,-1.41981,21.963,-6.36456,-8.03944,5.53638,-0.000791338,0.383075,4.90039,1.00029,-0.387223,4.12867,-0.000447337,0.247586,4.90027,0.000287992,-0.388523,3.94138,0.000874181,-1.00636,2.94076,1.00026,-1.00719,2.94014,-0.000150705,-0.00759916,2.94138,0.000258014,-1.0076,1.45009,-0.000614277,-0.9812,0.625041,0.999808,-0.416886,1.18815,-0.000976206,0.408545,0.624249,-0.000191254,-0.417296,
0.23,2.94094,0.00028027,-1.00825,0.000424663,-0.0012962,0.00065632,-0.601186,0.00148354,-0.880448,-0.0012368,-0.0448608,0.0022658,-0.065987,0.00171023,-0.00560941,0.00403825,-0.0850758,0.00749768,-0.0346374,-0.00799917,-17.5593,5.37615,-8.18045,0.596285,35.2903,-20.276,9.30636,6.07733,-1.46369,21.7784,-6.28943,-7.92956,5.53539,-0.000832542,0.382958,4.89971,1.00031,-0.38751,4.12773,-0.000462619,0.246916,4.89958,0.000314389,-0.38889,3.94094,0.00093659,-1.00695,2.94028,1.00028,-1.00782,2.93964,-0.000145244,-0.0082481,2.94094,0.00028027,-1.00825,1.44967,-0.000649318,-0.981899,0.625099,0.999792,-0.416921,1.18882,-0.00102662,0.40805,0.624272,-0.000207818,-0.417347,
0.24,2.94048,0.000303325,-1.00892,0.000442114,-0.00135122,0.000696921,-0.602045,0.00155856,-0.880805,-0.00131681,-0.046301,0.00234504,-0.0681384,0.00178606,-0.00539397,0.00408179,-0.0867879,0.00751021,-0.036773,-0.0079976,-17.2007,5.30335,-8.10086,0.59883,34.6139,-19.816,9.18635,6.00617,-1.51233,21.5975,-6.21675,-7.82266,5.53436,-0.000872966,0.382838,4.89901,1.00034,-0.387812,4.12676,-0.000477583,0.246217,4.89887,0.000341937,-0.389271,3.94048,0.00100024,-1.00757,2.93978,1.0003,-1.00848,2.93913,-0.000139731,-0.00891881,2.94048,0.000303325,-1.00892,1.44924,-0.000684248,-0.982616,0.625155,0.999775,-0.416956,1.18951,-0.00107815,0.407542,0.624294,-0.000225019,-0.417401,
0.25,2.94001,0.000327166,-1.00961,0.000460334,-0.00140406,0.000737946,-0.602921,0.00163369,-0.881183,-0.00139676,-0.0477157,0.00242321,-0.0702388,0.00186416,-0.00517344,0.00412302,-0.0884243,0.00751979,-0.038883,-0.00798714,-16.8567,5.23234,-8.02138,0.600974,33.9406,-19.3597,9.06928,5.93737,-1.56517,21.4198,-6.14626,-7.71846,5.53329,-0.000912557,0.382716,4.89828,1.00037,-0.388128,4.12575,-0.000492227,0.245488,4.89814,0.000370634,-0.389667,3.94001,0.00106511,-1.00821,2.93927,1.00033,-1.00915,2.93861,-0.000134204,-0.00961078,2.94001,0.000327166,-1.00961,1.44879,-0.000719044,-0.983351,0.625208,0.999757,-0.416994,1.19021,-0.00113081,0.407021,0.624313,-0.000242857,-0.417456,
0.26,2.93953,0.000351784,-1.01032,0.000479344,-0.00145467,0.000779372,-0.603813,0.0017089,-0.881582,-0.00147656,-0.0491057,0.00250034,-0.0722888,0.00194402,-0.00494932,0.00416221,-0.0899895,0.00752671,-0.0409642,-0.00796891,-16.5259,5.16291,-7.94214,0.602768,33.2708,-18.9074,8.95489,5.8707,-1.6217,21.245,-6.07778,-7.6167,5.53218,-0.000951264,0.382591,4.89753,1.0004,-0.388458,4.1247,-0.000506549,0.244729,4.89737,0.000400478,-0.390078,3.93953,0.00113116,-1.00887,2.93875,1.00035,-1.00984,2.93807,-0.000128694,-0.0103235,2.93953,0.000351784,-1.01032,1.44833,-0.000753687,-0.984102,0.625258,0.999738,-0.417032,1.19092,-0.00118462,0.406487,0.624329,-0.000261329,-0.417514,
0.27,2.93903,0.000377168,-1.01106,0.000499158,-0.00150303,0.000821182,-0.604721,0.00178417,-0.882002,-0.00155615,-0.0504717,0.00257644,-0.0742894,0.00202519,-0.00472295,0.00419959,-0.0914878,0.00753124,-0.0430141,-0.00794385,-16.2073,5.09491,-7.86328,0.60425,32.6047,-18.459,8.84294,5.80596,-1.68147,21.0727,-6.01111,-7.51718,5.53103,-0.000989044,0.382462,4.89675,1.00043,-0.388801,4.12362,-0.000520546,0.243942,4.89659,0.000431469,-0.390503,3.93903,0.00119835,-1.00955,2.93821,1.00038,-1.01056,2.93753,-0.000123224,-0.0110565,2.93903,0.000377168,-1.01106,1.44786,-0.000788158,-0.98487,0.625305,0.999719,-0.417072,1.19164,-0.00123958,0.40594,0.624343,-0.000280435,-0.417574,
0.28,2.93852,0.000403308,-1.01181,0.000519789,-0.00154913,0.000863357,-0.605643,0.00185947,-0.882442,-0.00163546,-0.0518144,0.00265155,-0.0762412,0.00210729,-0.0044955,0.00423536,-0.0929227,0.00753361,-0.0450304,-0.00791279,-15.8997,5.02819,-7.78491,0.605458,31.9427,-18.0149,8.7332,5.74298,-1.74406,20.9026,-5.94609,-7.41969,5.52984,-0.00102586,0.382331,4.89595,1.00046,-0.389158,4.1225,-0.000534213,0.243127,4.89577,0.000463605,-0.390943,3.93852,0.00126666,-1.01026,2.93765,1.0004,-1.01129,2.93697,-0.000117818,-0.0118092,2.93852,0.000403308,-1.01181,1.44737,-0.000822445,-0.985653,0.625349,0.999699,-0.417113,1.19237,-0.00129569,0.40538,0.624354,-0.000300174,-0.417636,
0.29,2.93799,0.000430194,-1.01258,0.000541243,-0.00159294,0.000905883,-0.606579,0.00193479,-0.882903,-0.00171444,-0.0531342,0.00272568,-0.078145,0.00218999,-0.00426799,0.00426969,-0.0942978,0.00753401,-0.0470113,-0.00787643,-15.6024,4.96263,-7.70711,0.60642,31.2851,-17.575,8.62551,5.6816,-1.80912,20.7345,-5.88258,-7.32408,5.52862,-0.00106167,0.382198,4.89512,1.0005,-0.389528,4.12134,-0.000547545,0.242284,4.89494,0.000496883,-0.391395,3.93799,0.00133608,-1.01099,2.93709,1.00043,-1.01204,2.9364,-0.000112491,-0.0125812,2.93799,0.000430194,-1.01258,1.44687,-0.000856535,-0.986452,0.62539,0.999679,-0.417156,1.19311,-0.00135296,0.404809,0.624362,-0.000320545,-0.417701,
0.3,2.93746,0.000457817,-1.01337,0.000563525,-0.00163449,0.000948745,-0.607528,0.0020101,-0.883382,-0.00179302,-0.0544317,0.00279883,-0.0800016,0.00227303,-0.00404134,0.00430271,-0.0956159,0.0075326,-0.0489552,-0.00783536,-15.3146,4.89812,-7.62998,0.607164,30.6322,-17.1396,8.51969,5.62168,-1.87632,20.5681,-5.82043,-7.23019,5.52735,-0.00109644,0.382061,4.89426,1.00053,-0.389911,4.12015,-0.000560537,0.241414,4.89408,0.0005313,-0.391862,3.93745,0.00140656,-1.01174,2.93651,1.00046,-1.01281,2.93582,-0.000107259,-0.0133721,2.93746,0.000457817,-1.01337,1.44636,-0.000890419,-0.987266,0.625427,0.999658,-0.417201,1.19386,-0.00141137,0.404225,0.624367,-0.000341548,-0.417768,
0.31,2.93691,0.000486166,-1.01418,0.000586638,-0.00167378,0.000991932,-0.608491,0.00208539,-0.883882,-0.00187118,-0.0557074,0.00287103,-0.0818115,0.00235617,-0.00381634,0.00433455,-0.0968799,0.00752954,-0.0508609,-0.0077901,-15.0354,4.83457,-7.55357,0.60771,29.984,-16.7086,8.41559,5.5631,-1.94535,20.4033,-5.75955,-7.1379,5.52605,-0.00113016,0.381922,4.89338,1.00056,-0.390306,4.11893,-0.000573183,0.240518,4.89319,0.000566856,-0.392341,3.9369,0.0014781,-1.01251,2.93591,1.00049,-1.01359,2.93523,-0.000102132,-0.0141812,2.93691,0.000486166,-1.01418,1.44584,-0.000924088,-0.988094,0.625461,0.999636,-0.417247,1.19462,-0.00147094,0.403629,0.624369,-0.000363182,-0.417837,
0.32,2.93634,0.000515233,-1.01501,0.000610582,-0.00171083,0.00103543,-0.609466,0.00216064,-0.884399,-0.00194886,-0.0569617,0.00294229,-0.0835756,0.00243921,-0.00359368,0.00436531,-0.0980922,0.00752494,-0.0527274,-0.00774108,-14.7643,4.77191,-7.47796,0.608078,29.3408,-16.2823,8.31309,5.50574,-2.01595,20.2398,-5.69981,-7.04708,5.52471,-0.00116278,0.381781,4.89248,1.0006,-0.390714,4.11767,-0.000585475,0.239596,4.89228,0.000603548,-0.392834,3.93634,0.00155066,-1.0133,2.93531,1.00051,-1.0144,2.93463,-9.71206e-05,-0.0150082,2.93634,0.000515233,-1.01501,1.4453,-0.000957537,-0.988936,0.625492,0.999614,-0.417295,1.19539,-0.00153165,0.403022,0.624368,-0.000385447,-0.417909,
0.33,2.93577,0.000545007,-1.01585,0.000635355,-0.00174567,0.00107923,-0.610453,0.00223584,-0.884936,-0.00202603,-0.0581949,0.00301261,-0.0852945,0.00252199,-0.00337398,0.00439509,-0.0992553,0.00751891,-0.0545538,-0.0076887,-14.5006,4.71005,-7.4032,0.608284,28.7028,-15.8605,8.21208,5.44951,-2.08788,20.0776,-5.64114,-6.95763,5.52334,-0.00119428,0.381637,4.89155,1.00064,-0.391134,4.11638,-0.000597407,0.238648,4.89135,0.000641371,-0.393339,3.93576,0.00162424,-1.01411,2.93469,1.00054,-1.01522,2.93402,-9.22314e-05,-0.0158526,2.93577,0.000545007,-1.01585,1.44475,-0.000990759,-0.989792,0.625519,0.999591,-0.417344,1.19617,-0.0015935,0.402404,0.624363,-0.000408341,-0.417984,
